coauthor	join_id	all_viafs	localid	set	id	name.norm	name.alts	profession	hobbies	societal_activity	birthdate	birthplace	deathdate	deathplace	birthplace1	birthplace2	birth_county	birth_parish	birth_area	birth_village	birth_lat	birth_lon	birth_level_used	domicile_places	domicile_years_in_place_after_20	domicile_prop_in_plac	domicile_koht	domicile_linn	domicile_kyla	domicile_lat2	domicile_lon2	domicile_raw	edu_raw	edu_max_school	edu_max_school_level	edu_max_school_name	edu_years_in_school	edu_higher_raw	edu_higher_degree	family_parents	family_siblings	family_marriage	family_kids
$aAnnist, August,$d1899-1972	ISIK96	http://viaf.org/viaf/32016030	5447	ISIK	96	Annist, August	Anni, August~kuni 1936	kirjandusteadlane, publitsist, folklorist, esseist, luuletaja, tõlkija	""	""	1899-01-28	Viilu t. Võisiku v. Viljandimaa	1972-04-06	Tallinn	Viilu t. Võisiku v. Viljandimaa	Vil Võisiku v Leie  Viilu	Viljandimaa	""	Võisiku vald	""	58.62833	25.92056	4	Tartu%20linn	52	0.698630136986301	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü phil	19	""	""	Taluperem Jaan Anni (1852--), Kata Moks (1863--).	ö taluperen  Marie Erits (1890--, vt).	Ae k.õp Linda Tammann (1902--81, Tall k.õp  Jüri T., Amalie, vt).	Ajalool Anne Sirje A.  (1936, t Aet /1973/, vt),  kunstiteadl Elo Mirjam Peil (1939, ae Ants P., vt), arst Helga Maia  Ingrid A.  (1944--96).
$aLaanessaar, A. A.,$cpseud.,$d1899-1972	ISIK96	http://viaf.org/viaf/32016030	5447	ISIK	96	Annist, August	Anni, August~kuni 1936	kirjandusteadlane, publitsist, folklorist, esseist, luuletaja, tõlkija	""	""	1899-01-28	Viilu t. Võisiku v. Viljandimaa	1972-04-06	Tallinn	Viilu t. Võisiku v. Viljandimaa	Vil Võisiku v Leie  Viilu	Viljandimaa	""	Võisiku vald	""	58.62833	25.92056	4	Tartu%20linn	52	0.698630136986301	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü phil	19	""	""	Taluperem Jaan Anni (1852--), Kata Moks (1863--).	ö taluperen  Marie Erits (1890--, vt).	Ae k.õp Linda Tammann (1902--81, Tall k.õp  Jüri T., Amalie, vt).	Ajalool Anne Sirje A.  (1936, t Aet /1973/, vt),  kunstiteadl Elo Mirjam Peil (1939, ae Ants P., vt), arst Helga Maia  Ingrid A.  (1944--96).
$aAnnusson, Jüri,$d1884-1965	ISIK98	http://viaf.org/viaf/61297248	5521	ISIK	98	Annusson, Jüri	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aAnso, Hendrik,$d1883-?	ISIK102	""	26	ISIK	102	Anso, Hendrik	""	haridustegelane	""	""	1883-00-00	""	""	""	""	Pä Abja v Losu	Pärnumaa	""	Abja vald	""	58.09328	25.25148	2	Voltveti	5	0.36	""					""	""	3	õp-sem	Trt öS	2	""	""	Taluom Peeter A.,  Kadri Vomm.	""	Ae Juta Ruubel.	Matt.
$aAntik, Agnes,$d1903-1995	ISIK106	http://viaf.org/viaf/29152199218414281472	70	ISIK	106	Antick, A.	""	vallakirjutaja  Isotamm 2	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aAntik, Richard,$d1901-1998	ISIK107	http://viaf.org/viaf/59984260	81	ISIK	107	Antik, Richard	""	raamatukogundustegelane, bibliograaf	""	""	1901-00-00	""	""	""	""	Ta Sootaga v Orge koo	Tartumaa	""	Sootaga vald	""	58.49139	26.7075	4	Tartu%20linn	12	0.842105263157895	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü rer merc	26	""	""	K.õp Jaan A. (vt), Liisa Petersell.	""	Ae 1924 Agnes Lausten.	""
$aAnto, Heino,$d1882-1955	ISIK108	http://viaf.org/viaf/4325149544593300490000	92	ISIK	108	Anto, Heino	Anto, Hindrik	posti–telegraafi ametnik, ajakirjanik, toimetaja	""	""	1882-00-00	""	1955-00-00	""	""	Sa Torgu v Rahuste Sepa	Saaremaa	""	Torgu vald	""	57.9794	22.09025	2	Teataja	13	0.244897959183673	""					""	""	2	khkk	Torgu Aö khkk	9	""	""	Taluom Peeter A. (1858--), Triin Süllap (1860--).	""	Ae 1904 näitl Maimu  (Marie) Taumann (1882--1945, vt).	ülo (1912--90, vt), öie Kristenbrun  (1915, ae 1938 laevaom Karl Gustav K. /vt/, vt), kasut Annette Marie  (1906--).
$aAntson, Aleksander,$d1899-1945	ISIK112	http://viaf.org/viaf/5298004	138	ISIK	112	Antson, Aleksander	Antson, Alex~Antson, Allex	kirjanik, ajakirjanik	""	""	1899-08-31	Pihtla v. Saaremaa	1945-09-21	Haapsalu	Pihtla v. Saaremaa	Sa Pihtla v Sagariste  Saadu	Saaremaa	""	Pihtla vald	""	58.30243	22.72381	2	Vaba	13	0.266666666666667	Pirita vabaajakeskus			59.4683333333333	24.8336111111111	""	""	2	khkk	Valjala khkk	8	""	""	Vabadik Mihkel A., Liisu Kindlam.	""	Ae 1923 Ermy Adra (1906--88,  Mahtra v käsitööl Johann A.).	Ingrid (1924).
$aAnvelt, Jaan,$d1884-1937	ISIK114	http://viaf.org/viaf/23516518	159	ISIK	114	Anvelt, Jaan	""	poliitik ja kirjanik	""	""	1884-00-00	""	1937-00-00	""	""	Vil  Võisiku v Oorgu Tiku	Viljandimaa	""	Võisiku vald	""	58.62833	25.92056	4	Venemaa	16	0.432432432432432	Venemaa konsulaat			59.4386111111111	24.7447222222222	""	""	5	ülik	Pb ü jur	9	""	""	""	""	Talun Jaan A. Ae 1. fikt 1909--10 Alma Ostra  (vt), 2., 3.  1925 Alise Levald (Stein, 1900--91, vt), 4. Jaan  (1935--2001, ins, ae Rosa Majak /1934/, p-d Jaan /1964/, Andres /1969,  polits E-s/).	""
$aEessaare Aadu,$cpseud.,$d1884-1937	ISIK114	http://viaf.org/viaf/23516518	159	ISIK	114	Anvelt, Jaan	""	poliitik ja kirjanik	""	""	1884-00-00	""	1937-00-00	""	""	Vil  Võisiku v Oorgu Tiku	Viljandimaa	""	Võisiku vald	""	58.62833	25.92056	4	Venemaa	16	0.432432432432432	Venemaa konsulaat			59.4386111111111	24.7447222222222	""	""	5	ülik	Pb ü jur	9	""	""	""	""	Talun Jaan A. Ae 1. fikt 1909--10 Alma Ostra  (vt), 2., 3.  1925 Alise Levald (Stein, 1900--91, vt), 4. Jaan  (1935--2001, ins, ae Rosa Majak /1934/, p-d Jaan /1964/, Andres /1969,  polits E-s/).	""
$aArak, Maria,$d1892-?	ISIK118	""	203	ISIK	118	Arak, Marie	Arrak, Maria~Nimekuju 1917-18. Maria – kasutab ise alates 1912,  venekeelsetes dokumentides~Lentso, Marie~end. nimi kuni 1917	""	""	""	1892-00-00	""	1985-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aAriste, Paul,$d1905-1990	ISIK127	http://viaf.org/viaf/68973958	303	ISIK	127	Ariste, Paul	Berg, Paul~endine nimi kuni 1927	keeleteadlane, folklorist	""	""	1905-02-03	Torma v. Tartumaa	1990-02-02	""	Torma v. Tartumaa	Ta Võtikvere v Torma  m	Tartumaa	""	Võtikvere vald	Torma  ms.	58.81278	26.73833	3	Keele	52	0.6	""					""	""	5	ülik	Tü phil	23	""	""	Sepp Aleksander Berg (1875--, Lullikatku k-st), virtin Liisa Põvvat  (1866--, Vasula k.õp Peeter P.).	""	Ae 1928 mag phil Erna Alvine Potsepp  (1904--, V-Roosa v Matsi ms val Andri P., taluom Auguste Helene, vt).	Marju-Ilona (1931), Andri (1935).
$aAren, Peet,$d1889-1970	ISIK129	http://viaf.org/viaf/313481323	325	ISIK	129	Aren, Peet	""	maalikunstnik	""	""	1889-00-00	""	1970-00-00	""	""	Vil Võisiku v Odiste Aarna	Viljandimaa	""	Võisiku vald	""	58.62833	25.92056	4	Tallinn	10	0.514285714285714	City Hotel Tallinn, hotell	FALSE		59.4347222222222	24.7316666666667	""	""	3	k.õp	k.õp Narvas	31	""	""	Rentn  Jaan A., Marianna Orgusaar.	""	Ae 1. 1920-- Ellinor Nuut, 2. 1938 Karin  Elles (snd Nortmann, 1904--, vt, Kohtukoja sekr Voldemar Martin  Nortmann, Elise Sophia).	Võisiku min.k, Trt öS 1904--05 (lahkus pol  põhjustel), Pb KES kunstik 1908--13.
$aAren,Peet,$d1889-1970	ISIK129	http://viaf.org/viaf/313481323	325	ISIK	129	Aren, Peet	""	maalikunstnik	""	""	1889-00-00	""	1970-00-00	""	""	Vil Võisiku v Odiste Aarna	Viljandimaa	""	Võisiku vald	""	58.62833	25.92056	4	Tallinn	10	0.514285714285714	City Hotel Tallinn, hotell	FALSE		59.4347222222222	24.7316666666667	""	""	3	k.õp	k.õp Narvas	31	""	""	Rentn  Jaan A., Marianna Orgusaar.	""	Ae 1. 1920-- Ellinor Nuut, 2. 1938 Karin  Elles (snd Nortmann, 1904--, vt, Kohtukoja sekr Voldemar Martin  Nortmann, Elise Sophia).	Võisiku min.k, Trt öS 1904--05 (lahkus pol  põhjustel), Pb KES kunstik 1908--13.
$aArro, Edgar,$d1911-1978	ISIK135	http://viaf.org/viaf/55198258	392	ISIK	135	Arro, Edgar	""	helilooja	""	""	1911-00-00	""	1978-00-00	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	""			""					""	""		""	""	1	""	""	?rim Aleksander A. (1881--),  Marie Juun (1884--, Kurna v-st).	Tall Kaarli kog erag --29, konservat  orelikl (A.Topman) 1929--35 ja komp.kl (A.Kapp) 1935--39.	RRingh  organist 1936--40, Tall Toomkog organisti k.t 1935, Jaani kog organist  1937--, NL tagalas 1941--44, riikl.kunstians, Tall konservat õppej  1944--72, prof 1972--78, muusikateooria kat.juh 1968--77, Tall muusikak  õp 1944--52; ENõukHelilL 1944 (vast.sekr 1952--66), Tall TSN 1963--67;  NE preem 1948, 1949, teen.kunstiteg 1955, rahvakunstnik 1967, ENSV  muusikapreem 1980, Tööpunalipp 1956.	Helilooja.
$aArrover, Oskar	ISIK139	http://viaf.org/viaf/128149542837600301920	436	ISIK	139	Arrover, Oskar	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aArski, R.,$cpseud	ISIK141	""	459	ISIK	141	Arski, R.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aArumaa, Peeter,$d1900-1982	ISIK145	http://viaf.org/viaf/29153938	503	ISIK	145	Arumaa, Peeter	Blaubrück, Peeter~end. nimi kuni 1926	keeleteadlane	""	""	1900-10-11	Põltsamaa	1982-06-21	Stockholm	Põltsamaa	""	""	""	""	Põltsamaa	58.6525	25.97056	1	""			""					""	""		""	""		""	""	""	""	""	""
$aArvelius, Friedrich Gustav,$d1753-1806	ISIK146	http://viaf.org/viaf/3261640	514	ISIK	146	Arvelius, Friedrich Gustav	""	õpetaja	""	""	1753-02-16	Tallinn	1806-07-25	Tallinn	Tallinn	Tal	""	""	""	Tallinn	59.43696	24.75353	1	Tallinn	2	1	City Hotel Tallinn, hotell	FALSE		59.4347222222222	24.7316666666667	""	""		""	""		""	""	V-Nigula kir.õp Friedrich Immanuel A., Augusta Johanna Friesell.	V  Martin Heinrich (1760--99).	Ae.	Katharina v.d.Pahlen (ae 1823 Carl  Magnus v.d.P.
$aAspel, Aleksander,$d1908-1975	ISIK150	http://viaf.org/viaf/9390895	559	ISIK	150	Aspel, Aleksander	""	kirjandusteadlane	""	""	1908-06-10	Mustvee	1975-03-21	Iowa City, USA	Mustvee	Mustvee	""	""	""	Mustvee	58.84861	26.93972	1	Iowa	29	0.417910447761194	""					""	""	5	ülik	Tü phil  c.l.	24	""	""	Urjadnik Arnold A.  (1877--1934, vt), Alma Münt (1889--1969).	""	Ae 1929-- Helmi Preem  (1906--90, Narva rätsep August P., Julie, ae 2. VAGANAY, vt).	Rutt Leis  (1932).
$aAst, Gottlieb,$d1874-1919	ISIK153	http://viaf.org/viaf/1125149544568300490001	591	ISIK	153	Ast, Gottlieb Jaan	""	ajakirjanik, revolutsionäär	""	""	1874-03-02	""	1919-12-15	Tallinn	""	Võ Orava v Päevakese	Võrumaa	""	Orava vald	""	57.88963	27.42262	2	Tartu%20linn	24	0.977777777777778	Tartu linn	TRUE		58.38	26.7225	""	""	5	ülik	Tü jur	5	""	""	Taluom  Vidrik A., Mari Täht.	V Karl (1886--1971, vt).	""	""
$aAst-Rumor, Karl,$d1886-1971	ISIK154	http://viaf.org/viaf/12718469	602	ISIK	154	Ast, Karl	""	kirjanik, ajakirjanik, poliitik	""	""	1886-02-19	Päevakeste t. Orava v. Võrumaa	1971-07-09	New York	Päevakeste t. Orava v. Võrumaa	.	""	""	Orava vald	.	57.88963	27.42262	2	Janeiros	19	0.211764705882353	""					""	""	2	gümn	Treffn g	5	""	""	V Gottlieb Jaan  (1874--1919, vt), õ Marie Karsna (ae Kahkva v talun Juhan K., t Ida  Leilop /ae Christian L./).	""	Ae 1.  1912--33 Alma Ani (1884--1958, vt,  lah), 2. 1935 k.õp Leili Abram (1903--, ms-rentn ja kaupm Jõgeval Mats  A., Liisa Ani Sulustverest, 1.abik õet).	Iris (1917--65), Orvo (1920--99,  vt).
$aOrava, Kaarlo,$cpseud.,$d1886-1971	ISIK154	http://viaf.org/viaf/12718469	602	ISIK	154	Ast, Karl	""	kirjanik, ajakirjanik, poliitik	""	""	1886-02-19	Päevakeste t. Orava v. Võrumaa	1971-07-09	New York	Päevakeste t. Orava v. Võrumaa	.	""	""	Orava vald	.	57.88963	27.42262	2	Janeiros	19	0.211764705882353	""					""	""	2	gümn	Treffn g	5	""	""	V Gottlieb Jaan  (1874--1919, vt), õ Marie Karsna (ae Kahkva v talun Juhan K., t Ida  Leilop /ae Christian L./).	""	Ae 1.  1912--33 Alma Ani (1884--1958, vt,  lah), 2. 1935 k.õp Leili Abram (1903--, ms-rentn ja kaupm Jõgeval Mats  A., Liisa Ani Sulustverest, 1.abik õet).	Iris (1917--65), Orvo (1920--99,  vt).
$aAstrem, Robert,$d1887-1941	ISIK156	http://viaf.org/viaf/6640149544611200490006	624	ISIK	156	Astrem, Robert	""	ajakirjanik, poliitik	""	""	1887-01-24	Narva	1041-02-08	Tallinn	Narva	Narva	""	""	""	Narva	59.46069	28.07487	1	Peterburi	19	0.55	Peterburi tee, b-ps			59.4241666666667	24.7875	""	""	1	algk	Narva Peetri algk	6	""	""	Tööl Mart A. (Vaivara  v-st), Minna Pill.	""	Ae 1921 Linda Gustavson (1899--, Kristjan G.,  Marie).	Astrid (1922), Ellen (1928).
$aAudova, Aleksander,$d1892-1932	ISIK157	http://viaf.org/viaf/67508870	635	ISIK	157	Audova, Aleksander	""	loodusteadlane	""	""	1892-07-03	Vara v. Tartumaa	1932-12-07	Moskva	Vara v. Tartumaa	""	""	""	Vara vald	""	58.5123	27.03071	2	""			""					""	""		""	""		""	""	""	""	""	""
$aAuksmann, Alfred,$d1879-1956	ISIK159	http://viaf.org/viaf/116149542803900301629	657	ISIK	159	Auksmann, A.	Auksman, A.	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aAul, Juhan,$d1897-1994	ISIK160	http://viaf.org/viaf/50082092	669	ISIK	160	Aul, Juhan	Klein, Juhan~- 1931	zooloog, antropoloog	""	""	1897-10-16	""	""	""	""	Pä Are v Arude	Pärnumaa	""	Are vald	""	58.5351	24.64704	2	Eugj	57	0.583333333333333	""					""	""	5	ülik	Tü zool	20	""	""	Vabadik Mihkel Klein (1874--1945), Juuli Steinberg (1878--1950).	""	Ae 1.  1921--28 Gabriele Kristine Maurus (lah, vt, ae 2. Tehver), 2. 1930--39  Marie Aul (1893--1955, lah), 3. 1939 Aina (Erna Emmeline) Tõnurist  (1910--41), 4. 1942 Salme Kreek (1911--98, vt).	Rein (1922--44, langes  Keilas); Aina Javoió (1943, ae Bruno J.), Mihkel (1948--80, keemik).
$aAunver, Jakob,$d1891-1978	ISIK163	http://viaf.org/viaf/75696498	702	ISIK	163	Aunver, Jakob	Albrecht, Jakob~Endine nimi kuni 1924	kirikuõpetaja	""	""	1891-05-22	Vastse-Antsla v.	1978-01-15	Uppsala	Vastse-Antsla v.	""	""	""	Vastse-Antsla vald	""				""			""					""	""		""	""		""	""	""	""	""	""
$aAunverdt, Johannes Nathan,$d1889-1927	ISIK164	http://viaf.org/viaf/208144782944566463274	6263	ISIK	164	Aunwerdt, Nathan	""	pastor	""	""	1889-00-00	""	""	""	""	Tal	""	""	""	Tal	59.80556	146.93889	1	""			""					""	""	5	ülik	TÜ theol	1	""	""	Põllum ja  vennastekog jutl Jüri A. (srn 1927), Elise Uljas.	""	Ae 1919 Martha  Pedriks (1888--, talun Hans P., Roselie Friederike Dorn /Orava v-st/).	1 p, 1 t.
$aAvik, Eduard,$d1891-1942	ISIK169	http://viaf.org/viaf/638149544564500490008	767	ISIK	169	Avik, E.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aAviksoo, Heinrich,$d1880-1942	ISIK170	http://viaf.org/viaf/19146522344432390973	779	ISIK	170	Aviksoo, Heinrich	Avikson, Heindrich~kuni 1936	õpetaja, omavalitsustegelane, sporditegelane, ühiskonnategelane	""	""	1880-12-18	Tori mõis, Pärnumaa	1942-04-10	Sverdlovski obl.	Tori mõis, Pärnumaa	Pä Tori m	Pärnumaa	""	""	Tori ms.	58.83361	25.51722	3	Rakvere%20linn	18	0.274193548387097	Rakvere linn	TRUE		59.3505555555556	26.3611111111111	""	""	3	k.õp	õp eksam Pärnu g-s	8	""	""	Tisler Jaan A. (1840--, Tori v Kõrgojalt), õmbl Anu Miil (1852--, Tori  v Laastult).	""	Ae 1914 k.õp Rosalie Emilie Tauk (1885--, Hummuli v Keerdi  karjams rentn Hendrik T., Mai Schultz, küüd 1941--58).	Ellen (1916,  vt), Arnold (1918, küüd 1941--44, vang 1944--56), Heljo Puhk (1921,  küüd 1941--58, ae Jaak Kaarel P. /1921, p Jaak /1952/).
$aBachmann, H. H.	ISIK175	""	834	ISIK	175	Bachmann, H. H.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBalzer, J. F	ISIK178	""	867	ISIK	178	Balzar, Johan	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBalzer, J. F.	ISIK178	""	867	ISIK	178	Balzar, Johan	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBauer, Aleksander	ISIK183	http://viaf.org/viaf/5149542974800302890	923	ISIK	183	Bauer, Aleksander	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBauer, Heinrich Nikolai,$d1874-1927	ISIK184	http://viaf.org/viaf/1383149544570100490008	934	ISIK	184	Bauer, Heinrich	""	õpetaja, haridustegelane	""	""	1874-07-30	""	1927-10-11	""	""	Ta Rannu v.	Tartumaa	""	Rannu vald	""	58.30306	26.18954	2	Tartu%20linn	34	1	Tartu linn	TRUE		58.38	26.7225	""	""	3	õp-sem	Trt öS	7	""	""	Aidam Hans B. (vt),  Henriette Truus.	""	Ae 1935 Elsa Pausk.	Henn, Eeva-Reet.
$aBaumthal, Rudolf	ISIK188	""	977	ISIK	188	Bauming, Rudolph	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBehrsing, Arthur,$d1873-1929	ISIK194	http://viaf.org/viaf/316004928	1044	ISIK	194	Behrsing, Arthur Alfred	""	gümnaasiumidirektor, õpetaja	""	""	1873-00-00	""	1929-00-00	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	BEHRSING, Arthur Alfred (ps Erich Grote).	11.II 1873 Liivim  Valga mk Velene khk-s.	""	""
$aBekker, Marta	ISIK195	""	1055	ISIK	195	Bekker, Marta	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	EAjakirj	""	""	""
$aBerendsen, Robert,$d1884-1941	ISIK201	http://viaf.org/viaf/150149542591100300630	1123	ISIK	201	Berendsen, Robert	""	kaubandustegelane	""	""	1884-11-08	""	1941-00-00	""	""	Jä Ambla v.	Järvamaa	""	Ambla vald	""	59.15902	25.83805	2	Kaupm	20	0.339285714285714	""					""	""	4	kaub.k	Pb-s Pobedinski kaub.kurs vabak	5	""	""	Sulane (hilj  metsavaht) Kaarel B., Loviise Kirspuu.	V Hermann (vt).	Ae 1908 Salme  Alide Kruusberg (1886--, Väinjärve v k.õp ja taluom Jüri K., Liisa).	Lilli Lainevool (1908--, ae adv Peeter L. /1898--, vt/), Olev (1912,  vt), öie (1923).
$aKarupoeg, R.,$cpseud	ISIK201	http://viaf.org/viaf/150149542591100300630	1123	ISIK	201	Berendsen, Robert	""	kaubandustegelane	""	""	1884-11-08	""	1941-00-00	""	""	Jä Ambla v.	Järvamaa	""	Ambla vald	""	59.15902	25.83805	2	Kaupm	20	0.339285714285714	""					""	""	4	kaub.k	Pb-s Pobedinski kaub.kurs vabak	5	""	""	Sulane (hilj  metsavaht) Kaarel B., Loviise Kirspuu.	V Hermann (vt).	Ae 1908 Salme  Alide Kruusberg (1886--, Väinjärve v k.õp ja taluom Jüri K., Liisa).	Lilli Lainevool (1908--, ae adv Peeter L. /1898--, vt/), Olev (1912,  vt), öie (1923).
$aBerg, Karl Ernst von,$d1773-1833	ISIK204	http://viaf.org/viaf/20076868	1156	ISIK	204	Berg, Karl Ernst	""	pastor	""	""	1773-04-18	""	1833-12-11	""	""	Saksam Zwickau	""	""	""	""				Halliste-	20	0.316666666666667	""					""	""	5	ülik	dr theol Tü-s	6	""	""	Johann Georg  B., Christina Rosina Eberhardt.	""	Ae 1799 Dorothe Henriette Andreae.	""
$aBergmann, Anna,$d1903-?	ISIK206	http://viaf.org/viaf/1988149544575000490002	1178	ISIK	206	Bergmann, Anna	Järve, Anna~neiupõlvenimi	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aMägi, Anna,$cpseud.,$d1903-?	ISIK206	http://viaf.org/viaf/1988149544575000490002	1178	ISIK	206	Bergmann, Anna	Järve, Anna~neiupõlvenimi	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aMägi, Anna, pseud.,$d1903-?	ISIK206	http://viaf.org/viaf/1988149544575000490002	1178	ISIK	206	Bergmann, Anna	Järve, Anna~neiupõlvenimi	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBergmann, Jaan,$d1856-1916	ISIK208	http://viaf.org/viaf/311728889	1199	ISIK	208	Bergmann, Jaan	""	pastor, kirjanik,	""	""	1856-12-29	Soosaare v. Viljandimaa	1916-06-25	Paistu	Soosaare v. Viljandimaa	Vil Soosaare v Niilu	Viljandimaa	""	Soosaare vald	""	58.56694	25.84611	4	Paistu	32	0.516666666666667	Paistu k		TRUE	58.2705555555556	25.6225	""	Tartu Ülikool~usuteaduskond~1882	5	ülik	Tü theol	13	""	""	Talun  Jakob B., Mari Sass.	""	Ae Adelheid Blumwerk (srn 1937, Tall kaupm  Friederich B., Wilhelmine Heinrichsen).	Heinrich (1895--, vt).
$aBirk, Ado,$d1883-1942	ISIK220	http://viaf.org/viaf/308694678	1330	ISIK	220	Birk, Aadu	Birk, Ado	õigusteadlane, poliitik	""	""	1883-11-14	Tarvastu v. Viljandimaa	1942-02-02	Sosva laager, Sverdlovski obl.	Tarvastu v. Viljandimaa	""	""	""	Tarvastu vald	""	58.21934	25.86379	2	""			""					""	""		""	""		""	""	""	""	""	""
$aBirkenfeldt, Werner,$d1903-1942	ISIK221	http://viaf.org/viaf/4136149544591800490004	1341	ISIK	221	Birkfeeldt, Verner	""	joonistaja, illustraator	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aVerny,$cpseud.,$d1903-1942	ISIK221	http://viaf.org/viaf/4136149544591800490004	1341	ISIK	221	Birkfeeldt, Verner	""	joonistaja, illustraator	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBlumberg, Constantin,$d1850-1897	ISIK228	http://viaf.org/viaf/292158990	1418	ISIK	228	Blumberg, C.	""	""	""	""	""	""	""	""	""	""	""	""	""	""				""			""					""	""		""	""		""	""	""	""	""	""
$aBlumberg, Gustav,$d1834-1892	ISIK229	http://viaf.org/viaf/45473011	1429	ISIK	229	Blumberg, Gustav	""	kooliõpetaja	""	""	1834-10-11	""	1892-09-04	""	""	Vir Varangu m	Virumaa	""	""	Varangu ms.	59.465	26.34833	3	Konstantin	45	0.588785046728972	""					""	""		""	""	67	""	""	Ms-val Madis B. V arst Paul B. (1840--93, vt).	""	Ae Anette Adelheid  Kreutzwald (1834--95, F.R.	Kreutzwald, Marie Elisabeth Saedler).
$aBlumfeldt, Evald,$d1902-1981	ISIK232	http://viaf.org/viaf/56636365	1463	ISIK	232	Blumfeldt, Evald	""	ajalooteadlane, professor	""	""	1902-08-25	""	1981-07-17	""	""	Pä Taali v.	Pärnumaa	""	Taali vald	""	58.44722	24.78083	4	Rts-i	36	0.443037974683544	Kirtsi k		TRUE	58.6780555555556	26.9730555555556	""	""	5	ülik	Tü phil  c.l.	7	""	""	Käsitööl  Hendrik B. (Tammiste v-st), Maria Jürvetson (Tori v Harjakalt, v-d  Kristjan J. /vt/, Aleksander Jürimäe /vt/).	V Heinrich Johannes  (1900--, vt).	Ae 1930 maj.teadl Olga Kobolt (1904--, vt).	Hille-Virges  (1930).
$aBorm, Friedrich Wilhelm,$d1812-1881	ISIK240	http://viaf.org/viaf/1510149544571200490001	1552	ISIK	240	Borm, Friedrich Wilhelm	""	kirjastaja	""	""	1812-00-00	""	1881-00-00	""	""	K?nigsbergis Preisi  majori p.	""	""	""	""				Pärnu%20linn	6	0.615384615384615	Pärnu linn	TRUE		58.3844444444445	24.4988888888889	""	""		""	""		""	""	""	""	Ae Louise Wilhelmine Seywang Tall-st (srn 1886).	Alexnder,  Olga Jannsen (--1882, ae arst Eugen J.).
$aBraks, Tõnis,$d1885-1966	ISIK243	http://viaf.org/viaf/28146574880238150608	1585	ISIK	243	Braks, Tõnis	""	ajakirjanik, kirjanik	""	""	1885-08-19	Lihula v. Läänemaa	1966-10-20	Tallinn	Lihula v. Läänemaa	""	""	""	Lihula vald	""	58.67688	23.84532	2	Lihula	82	0.710526315789474	Lihula linn	TRUE		58.6891666666667	23.8355555555556	""	""		""	""	2	""	""	EATArh.	M.64:23.	BRAKS, Tõnis (ps Heini, Aruvälja Andres).	19.VIII 1885 Lä  Lihula v Parivere Reinul.
$aHeini,$cpseud.,$d1885-1966	ISIK243	http://viaf.org/viaf/28146574880238150608	1585	ISIK	243	Braks, Tõnis	""	ajakirjanik, kirjanik	""	""	1885-08-19	Lihula v. Läänemaa	1966-10-20	Tallinn	Lihula v. Läänemaa	""	""	""	Lihula vald	""	58.67688	23.84532	2	Lihula	82	0.710526315789474	Lihula linn	TRUE		58.6891666666667	23.8355555555556	""	""		""	""	2	""	""	EATArh.	M.64:23.	BRAKS, Tõnis (ps Heini, Aruvälja Andres).	19.VIII 1885 Lä  Lihula v Parivere Reinul.
