"ISIK.id"	"nr"	"Eludaatumid"	"Üldandmed"	"Seotud.andmed"	"Nime.normitud.kuju"	"Sünniaeg"	"Surmaaeg"	"Tegevusala"	"Biograafilised.andmed"	"Allikad"	"Sünnikoht"	"Surmakoht"	"Märkus"	"Ühiskondlik.tegevus"	"Märkus.1"	"Aukraadid"	"Vangistused.ja.repressioonid"	"Poliitiline.tegevus"	"Nimi2"	"Synd"	"Vanemad"	"Vennadoed"	"Abielus"	"Lapsed"	"Haridus"	"Töö"	"Amet"	"Surnud"	"Allikad.1"
2197	2197	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rebane, Hans"	"1882-00-00"	"1961-00-00"	"ajakirjanik, diplomaat"	"REBANE, Hans. 24.XII 1882 Pä V-Kariste v ųrmal. Taluom Peeter  R. /1845--, V-Kariste Allikivilt), Kadri Kävart (1852--, ųrmalt).  Vennatütre poeg Toomas Hendrik Ilves. Ae dr phil Johanna Sild  (1882--1946, Trt mööblitööstur Aado S., Kadri Kohlap, vt). Kasupoeg Endel  (1919, ae Marianne).  Halliste khkk 1891--93, Pärnu g 1893--1903, Tü  med 1903--08-, 19006, Berliini politol.ülik 1921, EüS 1903.  Rahvaesind.koosolek Bürgermusses 1905, 1905.a revol, Pm toim.l  1906--18, vast.toim, Pl peatoim 1918--27, III~Rk (PK), ETA juh.esim,  välismin Tõnissoni val-ses 9.XII 1927--4.XII 1928, saadik Soomes  1931--37, Lätis 1937--40, Centumi asut ja van.kogu l --31, Helsingi ES  aul 1937, Sm-Eüh aul, VanemuiseS, vang 1940--41, pääses Jaan Teärilt,  Rts-i IX 1944, eks.val peamin.aset ja välismin 15.I 1945--24.VI 1949;  Kr I 1936, Sm Valge Roos I 1933, Kolme Tähe I 1927, Pol.Rest I 1928,  Belgia Krooniorden I 1928. Srn 16.XII 1961 Stockholmis. PmA, EBL, EAT, EE,  EBLl, VET, EAT2, EüS1, VjV"	"EAT, 264-265; Postimees 1857-1907, 229."									"REBANE, Hans. "	"24.XII 1882 Pä V-Kariste v ųrmal. "	"Taluom Peeter  R. /1845--, V-Kariste Allikivilt), Kadri Kävart (1852--, ųrmalt). "	" Vennatütre poeg Toomas Hendrik Ilves. "	"Ae dr phil Johanna Sild  (1882--1946, Trt mööblitööstur Aado S., Kadri Kohlap, vt). "	"Kasupoeg Endel  (1919, ae Marianne). "	" Halliste khkk 1891--93, Pärnu g 1893--1903, Tü  med 1903--08-, Berliini politol.ülik 1921, EüS 1903. "	" Rahvaesind.koosolek Bürgermusses 1905, 1905.a revol, Pm toim.l  1906--18, vast.toim, Pl peatoim 1918--27, III~Rk (PK), ETA juh.esim,  välismin Tõnissoni val-ses 9.XII 1927--4.XII 1928, saadik Soomes  1931--37, Lätis 1937--40, Centumi asut ja van.kogu l --31, Helsingi ES  aul 1937, Sm-Eüh aul, VanemuiseS, vang 1940--41, pääses Jaan Teärilt,  Rts-i IX 1944, eks.val peamin.aset ja välismin 15.I 1945--24.VI 1949;  Kr I 1936, Sm Valge Roos I 1933, Kolme Tähe I 1927, Pol.Rest I 1928,  Belgia Krooniorden I 1928. "		"Srn 16.XII 1961 Stockholmis. "	"PmA, EBL, EAT, EE,  EBLl, VET, EAT2, EüS1, VjV"
2215	2215	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Redlich, Carl Martin"	"1853-00-00"		"vallakirjutaja"	"1894. a. Vaivara v."	"EKBL, 308."									1894	"a. "	"Vaivara v."								
2224	2224	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Agori, Vello"	"1894-02-20"	"1944-10-07"	"ajakirjanik, karikaturist, vestekirjanik"	"AGORI, Vello (TÕNISSON, Georg --1935; pseudonüüm Gori). 20.II 1894  Pärnus. Kooli kojamees Jüri Tõnisson (Pootsi vallast), Anna Blumenfeldt (Tammiste  vallast). Ae 1920 Lydia Viiporn (1898--, Lehtse valla talunik Gustav V., Liisa).  Vello (1921), Olev (1925). Pärnu gümnaasium, linnakool --1911, kunstnik R. Lepiku  õpilane --1913. “Meie Tallinna Ajalehe” ja “Kilgi” toimetuse liige 1913--15, mobiliseeritud I maailmasõtta 1915, Saksa sõjavang Danzigis 1915--18, “Meie Matsi” toimetuse liige 1919--20, “Vaba Maa” toimetuse liige 1920--38, “Rahvalehe” toimetuse liige 1938--40, “Sirbi ja Vasara” ning “Rahva Hääle” toimetuse liige 1940--41, Saksa vang 1941, “Eesti Sõna” toimetuse liige.  Karikaturist. Surnud 7.X 1944 Tallinnas (enesetapp). EBL, EAT, EE, EBLl, EEl, EAT2, ENE1, EKBL, EKrL, ENE2, EAKBL, ENE2(14) – ISOTAMM 2"	"EAE-40, lk. 38-39; Eesti kirjanike leksikon (2000), lk. 90."	"Pärnu"	"Tallinn"							"AGORI, Vello (TÕNISSON, Georg --1935; pseudonüüm Gori). "	"20.II 1894  Pärnus. "	"Kooli kojamees Jüri Tõnisson (Pootsi vallast), Anna Blumenfeldt (Tammiste  vallast). "		"Ae 1920 Lydia Viiporn (1898--, Lehtse valla talunik Gustav V., Liisa). "	" Vello (1921), Olev (1925). "	"Pärnu gümnaasium, linnakool --1911, kunstnik R. Lepiku  õpilane --1913. "	"“Meie Tallinna Ajalehe” ja “Kilgi” toimetuse liige 1913--15, mobiliseeritud I maailmasõtta 1915, Saksa sõjavang Danzigis 1915--18, “Meie Matsi” toimetuse liige 1919--20, “Vaba Maa” toimetuse liige 1920--38, “Rahvalehe” toimetuse liige 1938--40, “Sirbi ja Vasara” ning “Rahva Hääle” toimetuse liige 1940--41, Saksa vang 1941, “Eesti Sõna” toimetuse liige. "	" Karikaturist. "	"Surnud 7.X 1944 Tallinnas (enesetapp). "	"EBL, EAT, EE, EBLl, EEl, EAT2, ENE1, EKBL, EKrL, ENE2, EAKBL, ENE2(14) – ISOTAMM 2"
2255	2255	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Reiman, Villem"	"1861-03-09"	"1917-05-25"	"pastor"	"REIMAN, Villem. 9.III 1861 Viljandim Suure-Kõpu v Karola  Paunal. Talurentn Tõnis R., Marie Laasberg. Ae 1891 Paula Bertha  Normann (1869--1945, Kavastu Meoma om Paul N., Olga Reinwald). Linda  Parik (1893--, ae 1915 adv Jüri P.), Ilmari (1897--1984, vt), Aino  Käsper (1899--, ae 1924--32 Paul K. /srn/, vt), Mai Abel (1907--, ae  1941 major Karl A. /vt/, vt). Vilj linna algk 1872--74, kreisk  1874--77, Pärnu g 1878--81, Tü theol 1882--87, 11461, cand theol, EüS  1882 (esim 1886).  Prooviaasta J.~Hurda juures Pb-s 1887, Pb Jaani kog  abiõp 1888--89, abiõp Kolga-Jaanis 1889--90, Valga-Luke aset.õp 1890,  Kolga-Jaani kog õp 1890--17; öES, Bergmanni abiraha val.l, EKSi asut ja  esim 1907--14, ERMi täiskogu l, Vilj Hariduss-i esim 1908--13. Srn 25.V  1917 Kolga-Jaanis, maet K-Jaani kalm-le, mälestussammas Trt-s 1931--50.  PmA (bibliogr), EBL, EE, EüS1, LDT, PEKR, ENE1, EKBL, EKrL, ENE2,  ENE2(14)"	"Postimees 1957-1907, 229-231; EAE-40, lk. 186-187."	"Suure-Kõpu v. Viljandimaa"	"Kolga-Jaani"							"REIMAN, Villem. "	"9.III 1861 Viljandim Suure-Kõpu v Karola  Paunal. "	"Talurentn Tõnis R., Marie Laasberg. "		"Ae 1891 Paula Bertha  Normann (1869--1945, Kavastu Meoma om Paul N., Olga Reinwald). "	"Linda  Parik (1893--, ae 1915 adv Jüri P.), Ilmari (1897--1984, vt), Aino  Käsper (1899--, ae 1924--32 Paul K. /srn/, vt), Mai Abel (1907--, ae  1941 major Karl A. /vt/, vt). "	"Vilj linna algk 1872--74, kreisk  1874--77, Pärnu g 1878--81, Tü theol 1882--87, cand theol, EüS  1882 (esim 1886). "	" Prooviaasta J.~Hurda juures Pb-s 1887, Pb Jaani kog  abiõp 1888--89, abiõp Kolga-Jaanis 1889--90, Valga-Luke aset.õp 1890,  Kolga-Jaani kog õp 1890--17; öES, Bergmanni abiraha val.l, EKSi asut ja  esim 1907--14, ERMi täiskogu l, Vilj Hariduss-i esim 1908--13. "		"Srn 25.V  1917 Kolga-Jaanis, maet K-Jaani kalm-le, mälestussammas Trt-s 1931--50. "	" PmA (bibliogr), EBL, EE, EüS1, LDT, PEKR, ENE1, EKBL, EKrL, ENE2,  ENE2(14)"
2283	2283	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Reintam, Julius Eduard"	"1883-01-27"	"1965-00-00"	"kirjanik"	"Biogr.: Keel ja Kirjandus 1961, 1, lk. 25-32 (V. Alttoa)."	"EKA, III, 571-572."																			"Biogr.: Keel ja Kirjandus 1961, 1, lk. 25-32 (V. Alttoa)."
2285	2285	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Reinthal, Carl"	"1797-00-00"	"1872-00-00"	"pastor, krediitkassa ametnik"																					
2289	2289	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Reinvald, Jaan"	"1857-00-00"	"1900-00-00"	"luuletaja, ajakirjanik"																					
2290	2290	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Reinvald, Jüri"	"1853-00-00"	"1913-00-00"	"õpetaja"		"Postimees 1857-1907, lk. 231."																			
2303	2303	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Remmelg, Jüri"	"1859-00-00"		"rätsep, põllumees"	"Laiusel."																	"Laiusel."			
2313	2313	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Diesfeld, Johann"	"1820-02-01"	"1872-00-00"	"ajakirjanik, õpetaja"	"DIESFELD, Johann (ARRO, Jaan). 1.II 1820 Ha Nabala v. Talun  Mats Arro. K.õp Tall-s --62 (tüt.vaestek-s), Missioni-Lehe toim  1858--62, trükik.om 1861--62, pankrot 1862, välism-le, E-s tagasi. Srn  1872 Tall-s. EKrL, EAjakirj  Isotamm 2"										"DIESFELD, Johann (ARRO, Jaan). "	"1.II 1820 Ha Nabala v. "	"Talun  Mats Arro. "					"K.õp Tall-s --62 (tüt.vaestek-s), Missioni-Lehe toim  1858--62, trükik.om 1861--62, pankrot 1862, välism-le, E-s tagasi. "		"Srn  1872 Tall-s. "	"EKrL, EAjakirj  Isotamm 2"
2319	2319	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rezold, Joosep Robert"	"1847-00-00"	"1900-00-00"	"õpetaja"	"Kooliõpetaja Tiflisis jm."																	"Kooliõpetaja Tiflisis jm."	"Kooliõpetaja Tiflisis jm."		
2333	2333	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rinck, H."			"õpetaja"																					
2339	2339	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Riomar, Tõnis"	"1860-00-00"	"1924-00-00"	"õpetaja"	"RIOMAR, Tõnis (Tõnu). 26.II 1860 Ta Puurmani v Kaavel talun p. V  Jüri (vt). Ae k.õp Ida Louise Koll (1882--1950, vt). Heino (1907--,  vt).  Puurmani v-k, Kursi khkk, Trt g, TÜ vabak. Kooliõp Trt-s, Pb-s,  Jaani kir.k ja lastekodu juh 1893--1918, E-s 1918, Treffn g õp  1918--24. Srn 17.IX 1924 Trt-s, maet Maarja kalm-le. PmA, Pm 1924/252,  EKoBL"	"Postimees 1857-1907, 232."									"RIOMAR, Tõnis (Tõnu). "	"26.II 1860 Ta Puurmani v Kaavel talun p. "	"V  Jüri (vt). "		"Ae k.õp Ida Louise Koll (1882--1950, vt). "	"Heino (1907--,  vt). "	" Puurmani v-k, Kursi khkk, Trt g, TÜ vabak. "	"Kooliõp Trt-s, Pb-s,  Jaani kir.k ja lastekodu juh 1893--1918, E-s 1918, Treffn g õp  1918--24. "		"Srn 17.IX 1924 Trt-s, maet Maarja kalm-le. "	"PmA, Pm 1924/252,  EKoBL"
2375	2375	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rootslane, Jaan"	"1874-00-00"	"1907-00-00"	"meremees, sõjaväelane, rändraamatukaupmees"		"Postimees 1857-1907, lk. 234."																			
2379	2379	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rose, A."			"Pilistvere khk."																					
2382	2382	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rosenberg, Georg"	"1837-00-00"	"1903-00-00"	"köster"	"Karksi."																	"Karksi."			
2384	2384	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rosenberg, Gustav W."			"rändkaupmees"																					
2390	2390	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Rosenplänter, Johann Heinrich"	"1782-00-00"	"1846-00-00"	"pastor"																					
2418	2418	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Russow, Friedrich Nikolai"	"1828-00-00"	"1906-00-00"	"ametnik, ajakirjanik, luuletaja"																					
2429	2429	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Ruut, Kaarli"	"1862-00-00"	"1929-00-00"	"õpetaja"	"Helmes 1881-1900."	"Postimees 1857-1907, 234."																"Helmes 1881-1900."			
2458	2458	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Dunkel, Joh"	"1845-00-00"	"1935-03-00"		"DUNKEL, Johann. 1845. E vennastekog van abi 1920--. Srn III  1935 Tall-s, maet Kaarli vanale kalm-le. Pl 1935/77  Isotamm 2"										"DUNKEL, Johann. "	1845	"E vennastekog van abi 1920--. "	"Srn III  1935 Tall-s, maet Kaarli vanale kalm-le. "	"Pl 1935/77  Isotamm 2"						
2486	2486	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Saar, Hendrik"	"1893-03-08"	"1944-00-00"	"ajakirjanik, följetonist, näitekirjanik, ajaviitekirjanik"	"SAAR, Hendrik (ps Kivilombi Ints, Sulgnokk). 8.III 1893 Pä  Laatre v vabadiku p. Ae. Asta Ots (1920, vt). K.k. Sipelga toim 1919,  Vana Meie Matsi toim 1919, Meie Matsi toim 1920--21, Lõbusa Ajaviite  toim 1922, Kino-Filmi toim 1927--28, Naljalehe toim 1929, Sks okup vang  1942. Teadmata kadunud 1944. EKBL, EKrL"	"EAE-40, lk. 200; EKBL, lk. 336; Eesti kirjanike leksikon (2000), lk. 495."	"Laatre v. Halliste khk. Pärnumaa"		"?"						"SAAR, Hendrik (ps Kivilombi Ints, Sulgnokk). "	"8.III 1903 Pä  Laatre v vabadiku p. "			"Ae. "	"Asta Ots (1920, vt). "	"K.k. "	"Sipelga toim 1919,  Vana Meie Matsi toim 1919, Meie Matsi toim 1920--21, Lõbusa Ajaviite  toim 1922, Kino-Filmi toim 1927--28, Naljalehe toim 1929, Sks okup vang  1942. "		"Teadmata kadunud 1944. "	"EKBL, EKrL"
2495	2495	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Sannamees, Ferdi"	"1895-00-00"	"1963-00-00"	"skulptor"																					
2516	2516	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Sarv, Jaan"	"1877-00-00"	"1954-00-00"	"matemaatik"	"TRÜ, 1977, 37."	"EAT, 294."																			"TRÜ, 1977, 37."
2542	2542	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Schmalz, Herman Julius"	"1870-00-00"	"1945-00-00"	"kirjanik"	"SCHMALZ, Hermann Julius. 6.IV 1870 Võ Räpina v Kõnnu Maltsal  talun p. Laulja ja näitl, vaimuhaige Räpinas. Kirjanik. Srn 16.XI 1945  Räpinas. EMBL, EKrL"										"SCHMALZ, Hermann Julius. "	"6.IV 1870 Võ Räpina v Kõnnu Maltsal  talun p. "	"Laulja ja näitl, vaimuhaige Räpinas. "	"Kirjanik. "	"Srn 16.XI 1945  Räpinas. "	"EMBL, EKrL"					
2556	2556	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Schultz-Bertram, Georg Julius"	"1808-01-04"	"1875-05-16"	"kirjanik, rahvaluulekoguja, publitsist, estofiil, luuletaja"	"Baltisaksa luuletaja."	"Eesti kirjanike leksikon (2000), lk. 518."	"Tallinn"	"Viin"															"Baltisaksa luuletaja."		
2563	2563	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Schüdlöffel, Gustav Heinrich"	"1798-00-00"	"1859-00-00"	"pastor"	"Jõelähtmes."																	"Jõelähtmes."			
2584	2584	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Semmiste, Johan"	"1882-07-20"	"1942-02-22"	"raamatukaupmees, ajakirjanik, memuarist"	"SEMMISTE (SEMM --1934), Johan (ps J.~S. Panius). 20.VII 1882  Võ Koiola v Kiisal. Taluom Jaan Semm (1850--, samast), Liiso Tobreluts  (Lutsu k-st). Ae 1917 Emilie Häelmann (1893--, Kanepi kaupm Gustav H.,  Kadri Rebane).  Kaljo (1920).  Vanaküla v-k 1892--95, Räpina khkk  1895--98, Võru l-k 1898--1903, kaub.kurs Kaunases. Am Võrus ja Kaunases  1905--09, Koiola v-kirj 1909--12, kirj/ü Täht ärijuht Võrus 1912--17,  Võru Teataja toim 1913--23, rmtkaupm Võrus 1918--40, majaom, l-volik,  Vabaduss-s, Võru mk.nõuk esim 1919--20, I~Rk (ERE), KTK Võru-Petseri  esind juh 1934--, KL Võru malevk juh.l, Ugala noorseppade mal van.kogu  esim; vang 5.X 1940 Võrus (Katariina 4a), trib 30.XII 1942, 58-4,  Vjatlag; Vr. Kirjanik.  Mälestused 1930, 1933, 1935. Srn 22.II 1942  Kirovi obl-s. EAT, EMT, LET, EAT2, PAE1, EKrL, VjV"	"EAT, 300; EAE-40, lk. 206-207. - Eesti kirjanike leksikon (2000), lk. 394."	"Kiisa t. Koiola v. Võrumaa"	"Kirovi obl."	"Suri vangilaagris."						"SEMMISTE (SEMM --1934), Johan (ps J.~S. Panius). "	"20.VII 1882  Võ Koiola v Kiisal. "	"Taluom Jaan Semm (1850--, samast), Liiso Tobreluts  (Lutsu k-st). "		"Ae 1917 Emilie Häelmann (1893--, Kanepi kaupm Gustav H.,  Kadri Rebane). "	" Kaljo (1920). "	" Vanaküla v-k 1892--95, Räpina khkk  1895--98, Võru l-k 1898--1903, kaub.kurs Kaunases. "	"Am Võrus ja Kaunases  1905--09, Koiola v-kirj 1909--12, kirj/ü Täht ärijuht Võrus 1912--17,  Võru Teataja toim 1913--23, rmtkaupm Võrus 1918--40, majaom, l-volik,  Vabaduss-s, Võru mk.nõuk esim 1919--20, I~Rk (ERE), KTK Võru-Petseri  esind juh 1934--, KL Võru malevk juh.l, Ugala noorseppade mal van.kogu  esim; vang 5.X 1940 Võrus (Katariina 4a), trib 30.XII 1942, 58-4,  Vjatlag; Vr. "	"Kirjanik.  Mälestused 1930, 1933, 1935. "	"Srn 22.II 1942  Kirovi obl-s. "	"EAT, EMT, LET, EAT2, PAE1, EKrL, VjV"
2586	2586	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Semper, Johannes"	"1892-03-22"	"1970-02-21"	"luuletaja, prosaist, kriitik, näitekirjanik, tõlkija"	"SEMPER, Johannes (ps Natanael, Asm). 22.III 1892 Vil  Tuhalaane v Pahuvere kool. Õp Hans S. (srn 1915), Mari Kurrik (v Juhan K. /vt/). Ae 1920 Aurora Felicitas Veronica Adamson (1899--1982, Trt kaupm Jaan A., Anna  Lahkmann, vt). Siiri-Mall (1930—44), Lilian S. (1933, ae muusikapedag Jüri Plink, vt).  Vilj Heine prog 1901--05, Pärnu g 1905--10, Pb ülik phil  1910--14-, PEÜS, Riia polütehn arhit 1915--16-, Moskva lipn.k III 1917,  Berliini Ü phil 1921--25-, TÜ phil 1928, mag phil 1928, EÜS 1929. I  ms-s 1916--18, I E polgu kom.esim 1917, E sv-te ülemkom abiesim 1917,  Eesti Sõjamehe toim.l, Eestim soveti ispolkomi rahvahar.osak juh  1917--18, Trt toitl.kom kontr.osak juh 1918--19, AK (s-r), Lenderi g õp  1919--20, välism-l 1921--27, TÜ õüt 1928--40, Loomingu toim 1930--40,  EKL 1922, PEN-klubi esim 1928--40, EKS, PrantsTeadInst abipres 1935--,  Varese val har.min 1940, juulivolik, KP 1940--50 (heid.välja), 1958,  har.rk aset 1940--41, NL tagalas VII 1941--44, e-keelsete raadiosaadete  toim Moskvas 1941--42, riikl.kunstiansamblite juh 1942--44, kunstide  val juh 1941--48, ENõukKL 1943--50 (heid.välja), 1955 (esim 1946--50,  aseesim 1958--66, sekr 1966--70), GB agent Avikson 1958--59, ENSV ÜN I,  II, VI, VII ks, ÜNP l 1967--70; teen.kirj 1945, NE preem 1947, LenO  1962, rahvakirj 1964.  Kirjanik, Noor-Eesti, Siuru, Tarapita.  Mälestused 1969. Srn 21.II 1970 Tall-s, maet Metsakalm-le.  EBL, EE,  EBLl, EAT2, ENE1, EKBL, EÜS3, AA3, EKrL, ENE2, ETBL, VjV, ENE2(14"	"Eesti kirjanike leksikon (2000), lk. 521-522."	"Tuhalaane v. Viljandimaa"	"Tallinn"	"Maetud Metsakalmistule."						"SEMPER, Johannes (ps Natanael, Asm). "	"22.III 1892 Vil  Tuhalaane v Pahuvere kool. "	"Õp Hans S. (srn 1915), Mari Kurrik (v Juhan K. /vt/). "		"Ae 1920 Aurora Felicitas Veronica Adamson (1899--1982, Trt kaupm Jaan A., Anna  Lahkmann, vt). "	"Siiri-Mall (1930—44), Lilian S. (1933, ae muusikapedag Jüri Plink, vt). "	" Vilj Heine prog 1901--05, Pärnu g 1905--10, Pb ülik phil  1910--14-, PEÜS, Riia polütehn arhit 1915--16-, Moskva lipn.k III 1917,  Berliini Ü phil 1921--25-, TÜ phil 1928, mag phil 1928, EÜS 1929. "	"I  ms-s 1916--18, I E polgu kom.esim 1917, E sv-te ülemkom abiesim 1917,  Eesti Sõjamehe toim.l, Eestim soveti ispolkomi rahvahar.osak juh  1917--18, Trt toitl.kom kontr.osak juh 1918--19, AK (s-r), Lenderi g õp  1919--20, välism-l 1921--27, TÜ õüt 1928--40, Loomingu toim 1930--40,  EKL 1922, PEN-klubi esim 1928--40, EKS, PrantsTeadInst abipres 1935--,  Varese val har.min 1940, juulivolik, KP 1940--50 (heid.välja), 1958,  har.rk aset 1940--41, NL tagalas VII 1941--44, e-keelsete raadiosaadete  toim Moskvas 1941--42, riikl.kunstiansamblite juh 1942--44, kunstide  val juh 1941--48, ENõukKL 1943--50 (heid.välja), 1955 (esim 1946--50,  aseesim 1958--66, sekr 1966--70), GB agent Avikson 1958--59, ENSV ÜN I,  II, VI, VII ks, ÜNP l 1967--70; teen.kirj 1945, NE preem 1947, LenO  1962, rahvakirj 1964. "	" Kirjanik, Noor-Eesti, Siuru, Tarapita.  Mälestused 1969. "	"Srn 21.II 1970 Tall-s, maet Metsakalm-le. "	" EBL, EE,  EBLl, EAT2, ENE1, EKBL, EÜS3, AA3, EKrL, ENE2, ETBL, VjV, ENE2(14"
2592	2592	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Saareste, Andrus Kustas"	"1892-06-18"	"1964-05-11"	"keeleteadlane"		"EAT, 290; EAE-40, lk. 201."	"Tallinn"	"Uppsala"																	
2611	2611	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Sepp, Hendrik"	"1888-00-00"	"1943-00-00"	"ajaloolane"	"SEPP, Hendrik. 23.III 1888 Pä Pati v Kolmearaksel.  Taluom  Kaspar S., Riina Pulk. V Juhan (1884--1953, vt). Vall. V-k, Pärnu g  1903--08, Tü hist 1909--13, cand hist, dr phil 1930. TrtPl toim.l 1914,  kooliõp Venem-l 1914--17, Tall-s 1918--19, Esturi am, Tü stip 1919--21,  õüt 1920--31, Eesti ja Põhjamaade ajaloo dots 1931--38, adj.prof  1938--43, maj.ajaloo õüt --1938, TA 1938--40; Ajaloolise Ajakirja  toim.l. Srn 5.IX 1943 Lätis Ipikis. EBL, EAT, EE, EBLl, ENE2, ENE2(14)"	"EAT, 301."									"SEPP, Hendrik. "	"23.III 1888 Pä Pati v Kolmearaksel. "	" Taluom  Kaspar S., Riina Pulk. "	"V Juhan (1884--1953, vt). "	"Vall. "		"V-k, Pärnu g  1903--08, Tü hist 1909--13, cand hist, dr phil 1930. "	"TrtPl toim.l 1914,  kooliõp Venem-l 1914--17, Tall-s 1918--19, Esturi am, Tü stip 1919--21,  õüt 1920--31, Eesti ja Põhjamaade ajaloo dots 1931--38, adj.prof  1938--43, maj.ajaloo õüt --1938, TA 1938--40; Ajaloolise Ajakirja  toim.l. "		"Srn 5.IX 1943 Lätis Ipikis. "	"EBL, EAT, EE, EBLl, ENE2, ENE2(14)"
2673	2673	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Sander, Tõnu"	"1868-00-00"	"1894-00-00"	"õpetaja, kirjandusloolane"	"Postimees, 1894, 16. 07., 154: surmakuul. (13. 07.)"																				"Postimees, 1894, 16. 07., 154: surmakuul. (13. 07.)"
2697	2697	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Sumberg, Voldemar"			"arst"																					
2701	2701	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Supp, Hindrek"	"1852-00-00"		"õpetaja"	"SUPP, Hindrek. 1852 Kõo v-s. Venevere külak, Pilistvere khkk,  kooliõp eksam 1873. Kooliõp Laimetsas. PmA"	"Postimees 1857-1907, lk. 244."									"SUPP, Hindrek. "	"1852 Kõo v-s. "					"Venevere külak, Pilistvere khkk,  kooliõp eksam 1873. "	"Kooliõp Laimetsas. "		"PmA"	
2716	2716	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Silla, Vasso"	"1889-02-18"	"1939-04-09"	"postiametnik"	"SILLA, Vasso (Vassili --1920, ps Mägi Kurdla). 18.I 1889 Sa  Laimjala v Mägi-Kurdla k Paju-Kurdla kool. K.õp Aleksander S. (1859--), Tiiu  (Tatjana) Sikut (1869--, Kogula v Tõnijalt). Ae 1923 Marta Laan  (1899--1937, Kõo v-st, tööl Kaarel L., Marie). Raiot (1928, vt), Iiness  (1930). Paju-Kurdla k-k, Kahtla AÕ khkk 1897--99, Kuress l-k 1900, g  1901--05. Merem 1906--08, postiam Pärnus 1909, Lihulas 1909--11, Riias  1912--14, I ms-s sv.am 1914--18, Vabaduss-s vabat KalMal 1918--19,  Tall-s postival maj.osak juh.abi ja juh 1919--21, osak.juh 1921--31,  üldbür juh.abi 1931--32, ass ja toim 1932--39; Vt IV 1938. Srn 9.IV  1939 Sauel (süda), maet Rahumäe kalm-le. EAT2, Pl 1939/99"		"Mägi-Kurdla k. Laimjala v."								"SILLA, Vasso (Vassili --1920, ps Mägi Kurdla). "	"18.I 1889 Sa  Laimjala v Mägi-Kurdla k Paju-Kurdla kool. "	"K.õp Aleksander S. (1859--), Tiiu  (Tatjana) Sikut (1869--, Kogula v Tõnijalt). "		"Ae 1923 Marta Laan  (1899--1937, Kõo v-st, tööl Kaarel L., Marie). "	"Raiot (1928, vt), Iiness  (1930). "	"Paju-Kurdla k-k, Kahtla AÕ khkk 1897--99, Kuress l-k 1900, g  1901--05. "	"Merem 1906--08, postiam Pärnus 1909, Lihulas 1909--11, Riias  1912--14, I ms-s sv.am 1914--18, Vabaduss-s vabat KalMal 1918--19,  Tall-s postival maj.osak juh.abi ja juh 1919--21, osak.juh 1921--31,  üldbür juh.abi 1931--32, ass ja toim 1932--39; Vt IV 1938. "		"Srn 9.IV  1939 Sauel (süda), maet Rahumäe kalm-le. "	"EAT2, Pl 1939/99"
